Name,ArtifactIdentifier,GenerationName,PrevGenArtifactIdentifier,PrevGenName,RootArtifactIdentifier,CountOfAKAs,PrevGenCountOfAKAs,ChangeInAKAs,TrialArtifact,ExpTransformerIsSyntaxFree,Trial
11132:11133-Analysis-Locked,11133,104-To Do App-Generation-2,11132,104-To Do App-Generation-1,11132,0.000,1.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11133-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11132:11134-Analysis-Locked,11134,104-To Do App-Generation-3,11133,104-To Do App-Generation-2,11132,0.000,0.000,0.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11134-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11132:11135-Analysis-Locked,11135,104-To Do App-Generation-4,11134,104-To Do App-Generation-3,11132,0.000,0.000,0.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11135-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11132:11136-Analysis-Locked,11136,104-To Do App-Generation-5,11134,104-To Do App-Generation-3,11132,4.000,0.000,4.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11136-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11132:11137-Analysis-Locked,11137,104-To Do App-Generation-6,11136,104-To Do App-Generation-5,11132,0.000,4.000,4.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11137-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11144:11144-Analysis-Locked,11144,104-To Do App-Generation-1,,,11144,1.000,,1.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11144-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11144:11145-Analysis-Locked,11145,104-To Do App-Generation-2,11144,104-To Do App-Generation-1,11144,4.000,1.000,3.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11145-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11144:11146-Analysis-Locked,11146,104-To Do App-Generation-3,11145,104-To Do App-Generation-2,11144,0.000,4.000,4.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11146-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11144:11147-Analysis-Locked,11147,104-To Do App-Generation-4,11146,104-To Do App-Generation-3,11144,1.000,0.000,1.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11147-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11144:11148-Analysis-Locked,11148,104-To Do App-Generation-5,11147,104-To Do App-Generation-4,11144,0.000,1.000,1.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11148-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11144:11149-Analysis-Locked,11149,104-To Do App-Generation-6,11148,104-To Do App-Generation-5,11144,4.000,0.000,4.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11149-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11156:11156-Analysis-Locked,11156,104-To Do App-Generation-1,,,11156,2.000,,2.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11156-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11156:11157-Analysis-Locked,11157,104-To Do App-Generation-2,11156,104-To Do App-Generation-1,11156,2.000,2.000,0.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11157-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11156:11158-Analysis-Locked,11158,104-To Do App-Generation-3,11157,104-To Do App-Generation-2,11156,2.000,2.000,0.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11158-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11156:11159-Analysis-Locked,11159,104-To Do App-Generation-4,11158,104-To Do App-Generation-3,11156,2.000,2.000,0.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11159-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11156:11160-Analysis-Locked,11160,104-To Do App-Generation-5,11159,104-To Do App-Generation-4,11156,2.000,2.000,0.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11160-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11156:11161-Analysis-Locked,11161,104-To Do App-Generation-6,11160,104-To Do App-Generation-5,11156,3.000,2.000,1.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11161-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11168:11168-Analysis-Locked,11168,104-To Do App-Generation-1,,,11168,1.000,,1.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11168-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11168:11169-Analysis-Locked,11169,104-To Do App-Generation-2,11168,104-To Do App-Generation-1,11168,1.000,1.000,0.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11169-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11168:11170-Analysis-Locked,11170,104-To Do App-Generation-3,11169,104-To Do App-Generation-2,11168,2.000,1.000,1.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11170-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11168:11171-Analysis-Locked,11171,104-To Do App-Generation-4,11170,104-To Do App-Generation-3,11168,1.000,2.000,1.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11171-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11168:11172-Analysis-Locked,11172,104-To Do App-Generation-5,11171,104-To Do App-Generation-4,11168,1.000,1.000,0.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11172-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11168:11173-Analysis-Locked,11173,104-To Do App-Generation-6,11172,104-To Do App-Generation-5,11168,1.000,1.000,0.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11173-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11180:11180-Analysis-Locked,11180,104-To Do App-Generation-1,,,11180,3.000,,3.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11180-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11180:11181-Analysis-Locked,11181,104-To Do App-Generation-2,11179,104-To Do App-Generation-6,11180,0.000,1.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11181-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11180:11182-Analysis-Locked,11182,104-To Do App-Generation-3,11181,104-To Do App-Generation-2,11180,4.000,0.000,4.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11182-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11180:11183-Analysis-Locked,11183,104-To Do App-Generation-4,11182,104-To Do App-Generation-3,11180,1.000,4.000,3.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11183-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11180:11184-Analysis-Locked,11184,104-To Do App-Generation-5,11183,104-To Do App-Generation-4,11180,2.000,1.000,1.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11184-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11180:11185-Analysis-Locked,11185,104-To Do App-Generation-6,11184,104-To Do App-Generation-5,11180,3.000,2.000,1.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11185-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11192:11192-Analysis-Locked,11192,104-To Do App-Generation-1,,,11192,2.000,,2.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11192-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11192:11193-Analysis-Locked,11193,104-To Do App-Generation-2,11192,104-To Do App-Generation-1,11192,0.000,2.000,2.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11193-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11192:11194-Analysis-Locked,11194,104-To Do App-Generation-3,11193,104-To Do App-Generation-2,11192,0.000,0.000,0.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11194-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11192:11195-Analysis-Locked,11195,104-To Do App-Generation-4,11194,104-To Do App-Generation-3,11192,0.000,0.000,0.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11195-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11192:11196-Analysis-Locked,11196,104-To Do App-Generation-5,11195,104-To Do App-Generation-4,11192,3.000,0.000,3.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11196-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11192:11197-Analysis-Locked,11197,104-To Do App-Generation-6,11196,104-To Do App-Generation-5,11192,3.000,3.000,0.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11197-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11204:11204-Analysis-Locked,11204,104-To Do App-Generation-1,,,11204,2.000,,2.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11204-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11204:11205-Analysis-Locked,11205,104-To Do App-Generation-2,11203,104-To Do App-Generation-6,11204,0.000,1.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11205-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11204:11206-Analysis-Locked,11206,104-To Do App-Generation-3,11205,104-To Do App-Generation-2,11204,0.000,0.000,0.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11206-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11204:11207-Analysis-Locked,11207,104-To Do App-Generation-4,11206,104-To Do App-Generation-3,11204,2.000,0.000,2.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11207-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11204:11208-Analysis-Locked,11208,104-To Do App-Generation-5,11207,104-To Do App-Generation-4,11204,0.000,2.000,2.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11208-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11204:11209-Analysis-Locked,11209,104-To Do App-Generation-6,11208,104-To Do App-Generation-5,11204,2.000,0.000,2.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11209-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11216:11216-Analysis-Locked,11216,104-To Do App-Generation-1,,,11216,0.000,,0.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11216-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11216:11217-Analysis-Locked,11217,104-To Do App-Generation-2,11214,104-To Do App-Generation-5,11216,0.000,1.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11217-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11216:11218-Analysis-Locked,11218,104-To Do App-Generation-3,11217,104-To Do App-Generation-2,11216,0.000,0.000,0.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11218-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11216:11219-Analysis-Locked,11219,104-To Do App-Generation-4,11217,104-To Do App-Generation-2,11216,0.000,0.000,0.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11219-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11216:11220-Analysis-Locked,11220,104-To Do App-Generation-5,11219,104-To Do App-Generation-4,11216,0.000,0.000,0.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11220-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11216:11221-Analysis-Locked,11221,104-To Do App-Generation-6,11220,104-To Do App-Generation-5,11216,3.000,0.000,3.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11221-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11228:11228-Analysis-Locked,11228,104-To Do App-Generation-1,,,11228,1.000,,1.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11228-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11228:11229-Analysis-Locked,11229,104-To Do App-Generation-2,11228,104-To Do App-Generation-1,11228,2.000,1.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11229-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11228:11230-Analysis-Locked,11230,104-To Do App-Generation-3,11229,104-To Do App-Generation-2,11228,0.000,2.000,2.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11230-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11228:11231-Analysis-Locked,11231,104-To Do App-Generation-4,11229,104-To Do App-Generation-2,11228,0.000,2.000,2.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11231-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11228:11232-Analysis-Locked,11232,104-To Do App-Generation-5,11231,104-To Do App-Generation-4,11228,2.000,0.000,2.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11232-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11228:11233-Analysis-Locked,11233,104-To Do App-Generation-6,11232,104-To Do App-Generation-5,11228,1.000,2.000,1.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11233-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11240:11240-Analysis-Locked,11240,104-To Do App-Generation-1,,,11240,4.000,,4.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11240-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11240:11241-Analysis-Locked,11241,104-To Do App-Generation-2,11239,104-To Do App-Generation-6,11240,3.000,0.000,3.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11241-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11240:11242-Analysis-Locked,11242,104-To Do App-Generation-3,11241,104-To Do App-Generation-2,11240,4.000,3.000,1.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11242-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11240:11243-Analysis-Locked,11243,104-To Do App-Generation-4,11241,104-To Do App-Generation-2,11240,4.000,3.000,1.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11243-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11240:11244-Analysis-Locked,11244,104-To Do App-Generation-5,11243,104-To Do App-Generation-4,11240,4.000,4.000,0.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11244-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11240:11245-Analysis-Locked,11245,104-To Do App-Generation-6,11244,104-To Do App-Generation-5,11240,0.000,4.000,4.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11245-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11252:11252-Analysis-Locked,11252,104-To Do App-Generation-1,,,11252,2.000,,2.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11252-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11252:11253-Analysis-Locked,11253,104-To Do App-Generation-2,11252,104-To Do App-Generation-1,11252,0.000,2.000,2.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11253-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11252:11254-Analysis-Locked,11254,104-To Do App-Generation-3,11253,104-To Do App-Generation-2,11252,1.000,0.000,1.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11254-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11252:11255-Analysis-Locked,11255,104-To Do App-Generation-4,11254,104-To Do App-Generation-3,11252,0.000,1.000,1.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11255-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11252:11256-Analysis-Locked,11256,104-To Do App-Generation-5,11254,104-To Do App-Generation-3,11252,3.000,1.000,2.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11256-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11252:11257-Analysis-Locked,11257,104-To Do App-Generation-6,11256,104-To Do App-Generation-5,11252,1.000,3.000,2.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11257-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11264:11264-Analysis-Locked,11264,104-To Do App-Generation-1,,,11264,4.000,,4.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11264-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11264:11265-Analysis-Locked,11265,104-To Do App-Generation-2,11264,104-To Do App-Generation-1,11264,5.000,4.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11265-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11264:11266-Analysis-Locked,11266,104-To Do App-Generation-3,11265,104-To Do App-Generation-2,11264,6.000,5.000,1.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11266-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11264:11267-Analysis-Locked,11267,104-To Do App-Generation-4,11266,104-To Do App-Generation-3,11264,6.000,6.000,0.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11267-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11264:11268-Analysis-Locked,11268,104-To Do App-Generation-5,11267,104-To Do App-Generation-4,11264,2.000,6.000,4.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11268-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11264:11269-Analysis-Locked,11269,104-To Do App-Generation-6,11268,104-To Do App-Generation-5,11264,7.000,2.000,5.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11269-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11276:11276-Analysis-Locked,11276,104-To Do App-Generation-1,,,11276,1.000,,1.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11276-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11276:11277-Analysis-Locked,11277,104-To Do App-Generation-2,11276,104-To Do App-Generation-1,11276,0.000,1.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11277-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11276:11278-Analysis-Locked,11278,104-To Do App-Generation-3,11276,104-To Do App-Generation-1,11276,2.000,1.000,1.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11278-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11276:11279-Analysis-Locked,11279,104-To Do App-Generation-4,11278,104-To Do App-Generation-3,11276,2.000,2.000,0.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11279-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11276:11280-Analysis-Locked,11280,104-To Do App-Generation-5,11279,104-To Do App-Generation-4,11276,2.000,2.000,0.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11280-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11276:11281-Analysis-Locked,11281,104-To Do App-Generation-6,11280,104-To Do App-Generation-5,11276,5.000,2.000,3.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11281-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11288:11288-Analysis-Locked,11288,104-To Do App-Generation-1,,,11288,0.000,,0.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11288-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11288:11289-Analysis-Locked,11289,104-To Do App-Generation-2,11288,104-To Do App-Generation-1,11288,0.000,0.000,0.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11289-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11288:11290-Analysis-Locked,11290,104-To Do App-Generation-3,11289,104-To Do App-Generation-2,11288,0.000,0.000,0.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11290-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11288:11291-Analysis-Locked,11291,104-To Do App-Generation-4,11290,104-To Do App-Generation-3,11288,0.000,0.000,0.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11291-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11288:11292-Analysis-Locked,11292,104-To Do App-Generation-5,11291,104-To Do App-Generation-4,11288,3.000,0.000,3.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11292-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11288:11293-Analysis-Locked,11293,104-To Do App-Generation-6,11292,104-To Do App-Generation-5,11288,2.000,3.000,1.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11293-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11300:11300-Analysis-Locked,11300,104-To Do App-Generation-1,,,11300,1.000,,1.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11300-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11300:11301-Analysis-Locked,11301,104-To Do App-Generation-2,11300,104-To Do App-Generation-1,11300,2.000,1.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11301-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11300:11302-Analysis-Locked,11302,104-To Do App-Generation-3,11301,104-To Do App-Generation-2,11300,0.000,2.000,2.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11302-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11300:11303-Analysis-Locked,11303,104-To Do App-Generation-4,11302,104-To Do App-Generation-3,11300,1.000,0.000,1.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11303-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11300:11304-Analysis-Locked,11304,104-To Do App-Generation-5,11302,104-To Do App-Generation-3,11300,3.000,0.000,3.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11304-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11300:11305-Analysis-Locked,11305,104-To Do App-Generation-6,11304,104-To Do App-Generation-5,11300,2.000,3.000,1.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11305-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11312:11312-Analysis-Locked,11312,104-To Do App-Generation-1,,,11312,0.000,,0.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11312-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11312:11313-Analysis-Locked,11313,104-To Do App-Generation-2,11312,104-To Do App-Generation-1,11312,0.000,0.000,0.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11313-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11312:11314-Analysis-Locked,11314,104-To Do App-Generation-3,11313,104-To Do App-Generation-2,11312,0.000,0.000,0.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11314-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11312:11315-Analysis-Locked,11315,104-To Do App-Generation-4,11314,104-To Do App-Generation-3,11312,3.000,0.000,3.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11315-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11312:11316-Analysis-Locked,11316,104-To Do App-Generation-5,11315,104-To Do App-Generation-4,11312,6.000,3.000,3.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11316-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11312:11317-Analysis-Locked,11317,104-To Do App-Generation-6,11316,104-To Do App-Generation-5,11312,0.000,6.000,6.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11317-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11324:11324-Analysis-Locked,11324,104-To Do App-Generation-1,,,11324,1.000,,1.000,1020-LOCKED-104-To Do App-Generation-1--5017-LOCKED-Write a 1 paragraph -2024-08-04-11324-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11324:11325-Analysis-Locked,11325,104-To Do App-Generation-2,11324,104-To Do App-Generation-1,11324,2.000,1.000,1.000,1021-LOCKED-104-To Do App-Generation-2--5018-LOCKED-Add assigned to attr-2024-08-04-11325-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11324:11326-Analysis-Locked,11326,104-To Do App-Generation-3,11324,104-To Do App-Generation-1,11324,1.000,1.000,0.000,1022-LOCKED-104-To Do App-Generation-3--5020-LOCKED-Add the notion of du-2024-08-04-11326-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11324:11327-Analysis-Locked,11327,104-To Do App-Generation-4,11326,104-To Do App-Generation-3,11324,2.000,1.000,1.000,1027-LOCKED-104-To Do App-Generation-4--5022-LOCKED-Remove employee from-2024-08-04-11327-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11324:11328-Analysis-Locked,11328,104-To Do App-Generation-5,11327,104-To Do App-Generation-4,11324,2.000,2.000,0.000,1038-LOCKED-104-To Do App-Generation-5--5029-LOCKED-Please write this in-2024-08-04-11328-Trial-511,0,104-To Do App-Trial-511-2024-08-04
11324:11329-Analysis-Locked,11329,104-To Do App-Generation-6,11327,104-To Do App-Generation-4,11324,0.000,2.000,2.000,1039-LOCKED-104-To Do App-Generation-6--5030-LOCKED-Infer as much detail-2024-08-04-11329-Trial-511,0,104-To Do App-Trial-511-2024-08-04
