Name,ArtifactIdentifier,GenerationName,PrevGenArtifactIdentifier,PrevGenName,RootArtifactIdentifier,CountOfAKAs,PrevGenCountOfAKAs,ChangeInAKAs,TrialArtifact,ExpTransformerIsSyntaxFree,Trial
12805:12805-Analysis-Locked,12805,106-Long Prompt Experiment-Generation-1,,,12805,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-04-12805-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12806-Analysis-Locked,12806,106-Long Prompt Experiment-Generation-2,12814,106-Long Prompt Experiment-Generation-10,12805,0.000,0.000,0.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-04-12806-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12807-Analysis-Locked,12807,106-Long Prompt Experiment-Generation-3,12806,106-Long Prompt Experiment-Generation-2,12805,0.000,0.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-04-12807-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12808-Analysis-Locked,12808,106-Long Prompt Experiment-Generation-4,12807,106-Long Prompt Experiment-Generation-3,12805,0.000,0.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-04-12808-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12809-Analysis-Locked,12809,106-Long Prompt Experiment-Generation-5,12808,106-Long Prompt Experiment-Generation-4,12805,0.000,0.000,0.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-04-12809-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12810-Analysis-Locked,12810,106-Long Prompt Experiment-Generation-6,12809,106-Long Prompt Experiment-Generation-5,12805,0.000,0.000,0.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-04-12810-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12811-Analysis-Locked,12811,106-Long Prompt Experiment-Generation-7,12810,106-Long Prompt Experiment-Generation-6,12805,0.000,0.000,0.000,1111-LOCKED-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5038-LOCKED-In a development mee-2024-08-04-12811-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12812-Analysis-Locked,12812,106-Long Prompt Experiment-Generation-8,12811,106-Long Prompt Experiment-Generation-7,12805,0.000,0.000,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-04-12812-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12813-Analysis-Locked,12813,106-Long Prompt Experiment-Generation-9,12812,106-Long Prompt Experiment-Generation-8,12805,0.000,0.000,0.000,1113-LOCKED-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5094-LOCKED-In the final review -2024-08-04-12813-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12805:12814-Analysis-Locked,12814,106-Long Prompt Experiment-Generation-10,12805,106-Long Prompt Experiment-Generation-1,12805,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-04-12814-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12825-Analysis-Locked,12825,106-Long Prompt Experiment-Generation-1,,,12825,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-04-12825-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12826-Analysis-Locked,12826,106-Long Prompt Experiment-Generation-2,12834,106-Long Prompt Experiment-Generation-10,12825,0.000,0.000,0.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-04-12826-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12827-Analysis-Locked,12827,106-Long Prompt Experiment-Generation-3,12826,106-Long Prompt Experiment-Generation-2,12825,0.000,0.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-04-12827-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12828-Analysis-Locked,12828,106-Long Prompt Experiment-Generation-4,12827,106-Long Prompt Experiment-Generation-3,12825,0.000,0.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-04-12828-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12829-Analysis-Locked,12829,106-Long Prompt Experiment-Generation-5,12828,106-Long Prompt Experiment-Generation-4,12825,0.000,0.000,0.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-04-12829-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12830-Analysis-Locked,12830,106-Long Prompt Experiment-Generation-6,12829,106-Long Prompt Experiment-Generation-5,12825,0.000,0.000,0.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-04-12830-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12831-Analysis-Locked,12831,106-Long Prompt Experiment-Generation-7,12830,106-Long Prompt Experiment-Generation-6,12825,0.000,0.000,0.000,1111-LOCKED-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5038-LOCKED-In a development mee-2024-08-04-12831-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12832-Analysis-Locked,12832,106-Long Prompt Experiment-Generation-8,12831,106-Long Prompt Experiment-Generation-7,12825,0.000,0.000,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-04-12832-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12833-Analysis-Locked,12833,106-Long Prompt Experiment-Generation-9,12832,106-Long Prompt Experiment-Generation-8,12825,0.000,0.000,0.000,1113-LOCKED-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5094-LOCKED-In the final review -2024-08-04-12833-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12825:12834-Analysis-Locked,12834,106-Long Prompt Experiment-Generation-10,12825,106-Long Prompt Experiment-Generation-1,12825,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-04-12834-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13016:13016-Analysis-Locked,13016,106-Long Prompt Experiment-Generation-1,,,13016,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-05-13016-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13016:13017-Analysis-Locked,13017,106-Long Prompt Experiment-Generation-2,13025,106-Long Prompt Experiment-Generation-10,13016,0.000,0.000,0.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-05-13017-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13016:13018-Analysis-Locked,13018,106-Long Prompt Experiment-Generation-3,13017,106-Long Prompt Experiment-Generation-2,13016,1.000,0.000,1.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-05-13018-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13016:13019-Analysis-Locked,13019,106-Long Prompt Experiment-Generation-4,13018,106-Long Prompt Experiment-Generation-3,13016,2.000,1.000,1.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-05-13019-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13016:13020-Analysis-Locked,13020,106-Long Prompt Experiment-Generation-5,13019,106-Long Prompt Experiment-Generation-4,13016,0.000,2.000,2.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-05-13020-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13016:13021-Analysis-Locked,13021,106-Long Prompt Experiment-Generation-6,13020,106-Long Prompt Experiment-Generation-5,13016,0.000,0.000,0.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-05-13021-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13016:13023-Analysis-Locked,13023,106-Long Prompt Experiment-Generation-8,,,13016,0.000,,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-05-13023-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13016:13025-Analysis-Locked,13025,106-Long Prompt Experiment-Generation-10,13016,106-Long Prompt Experiment-Generation-1,13016,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-05-13025-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13036:13036-Analysis-Locked,13036,106-Long Prompt Experiment-Generation-1,,,13036,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-05-13036-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13036:13037-Analysis-Locked,13037,106-Long Prompt Experiment-Generation-2,13045,106-Long Prompt Experiment-Generation-10,13036,0.000,0.000,0.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-05-13037-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13036:13038-Analysis-Locked,13038,106-Long Prompt Experiment-Generation-3,13037,106-Long Prompt Experiment-Generation-2,13036,0.000,0.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-05-13038-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13036:13039-Analysis-Locked,13039,106-Long Prompt Experiment-Generation-4,13038,106-Long Prompt Experiment-Generation-3,13036,0.000,0.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-05-13039-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13036:13040-Analysis-Locked,13040,106-Long Prompt Experiment-Generation-5,13039,106-Long Prompt Experiment-Generation-4,13036,1.000,0.000,1.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-05-13040-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13036:13041-Analysis-Locked,13041,106-Long Prompt Experiment-Generation-6,13040,106-Long Prompt Experiment-Generation-5,13036,4.000,1.000,3.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-05-13041-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13036:13043-Analysis-Locked,13043,106-Long Prompt Experiment-Generation-8,,,13036,0.000,,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-05-13043-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13036:13045-Analysis-Locked,13045,106-Long Prompt Experiment-Generation-10,13036,106-Long Prompt Experiment-Generation-1,13036,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-05-13045-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13056:13056-Analysis-Locked,13056,106-Long Prompt Experiment-Generation-1,,,13056,3.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-05-13056-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13056:13057-Analysis-Locked,13057,106-Long Prompt Experiment-Generation-2,13065,106-Long Prompt Experiment-Generation-10,13056,3.000,0.000,3.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-05-13057-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13056:13058-Analysis-Locked,13058,106-Long Prompt Experiment-Generation-3,13057,106-Long Prompt Experiment-Generation-2,13056,3.000,3.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-05-13058-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13056:13059-Analysis-Locked,13059,106-Long Prompt Experiment-Generation-4,13058,106-Long Prompt Experiment-Generation-3,13056,3.000,3.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-05-13059-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13056:13060-Analysis-Locked,13060,106-Long Prompt Experiment-Generation-5,13059,106-Long Prompt Experiment-Generation-4,13056,3.000,3.000,0.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-05-13060-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13056:13061-Analysis-Locked,13061,106-Long Prompt Experiment-Generation-6,13060,106-Long Prompt Experiment-Generation-5,13056,3.000,3.000,0.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-05-13061-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13056:13063-Analysis-Locked,13063,106-Long Prompt Experiment-Generation-8,,,13056,0.000,,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-05-13063-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13056:13065-Analysis-Locked,13065,106-Long Prompt Experiment-Generation-10,13056,106-Long Prompt Experiment-Generation-1,13056,0.000,3.000,3.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-05-13065-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13076:13076-Analysis-Locked,13076,106-Long Prompt Experiment-Generation-1,,,13076,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-05-13076-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13076:13077-Analysis-Locked,13077,106-Long Prompt Experiment-Generation-2,13085,106-Long Prompt Experiment-Generation-10,13076,0.000,0.000,0.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-05-13077-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13076:13078-Analysis-Locked,13078,106-Long Prompt Experiment-Generation-3,13077,106-Long Prompt Experiment-Generation-2,13076,0.000,0.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-05-13078-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13076:13079-Analysis-Locked,13079,106-Long Prompt Experiment-Generation-4,13078,106-Long Prompt Experiment-Generation-3,13076,0.000,0.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-05-13079-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13076:13080-Analysis-Locked,13080,106-Long Prompt Experiment-Generation-5,13079,106-Long Prompt Experiment-Generation-4,13076,0.000,0.000,0.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-05-13080-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13076:13081-Analysis-Locked,13081,106-Long Prompt Experiment-Generation-6,13080,106-Long Prompt Experiment-Generation-5,13076,0.000,0.000,0.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-05-13081-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13076:13083-Analysis-Locked,13083,106-Long Prompt Experiment-Generation-8,,,13076,0.000,,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-05-13083-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13076:13085-Analysis-Locked,13085,106-Long Prompt Experiment-Generation-10,13076,106-Long Prompt Experiment-Generation-1,13076,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-05-13085-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13096:13096-Analysis-Locked,13096,106-Long Prompt Experiment-Generation-1,,,13096,2.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-05-13096-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13096:13097-Analysis-Locked,13097,106-Long Prompt Experiment-Generation-2,13105,106-Long Prompt Experiment-Generation-10,13096,1.000,0.000,1.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-05-13097-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13096:13098-Analysis-Locked,13098,106-Long Prompt Experiment-Generation-3,13097,106-Long Prompt Experiment-Generation-2,13096,0.000,1.000,1.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-05-13098-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13096:13099-Analysis-Locked,13099,106-Long Prompt Experiment-Generation-4,13098,106-Long Prompt Experiment-Generation-3,13096,0.000,0.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-05-13099-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13096:13100-Analysis-Locked,13100,106-Long Prompt Experiment-Generation-5,13099,106-Long Prompt Experiment-Generation-4,13096,2.000,0.000,2.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-05-13100-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13096:13101-Analysis-Locked,13101,106-Long Prompt Experiment-Generation-6,13100,106-Long Prompt Experiment-Generation-5,13096,1.000,2.000,1.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-05-13101-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13096:13103-Analysis-Locked,13103,106-Long Prompt Experiment-Generation-8,,,13096,2.000,,2.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-05-13103-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13096:13105-Analysis-Locked,13105,106-Long Prompt Experiment-Generation-10,13096,106-Long Prompt Experiment-Generation-1,13096,0.000,2.000,2.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-05-13105-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13116:13116-Analysis-Locked,13116,106-Long Prompt Experiment-Generation-1,,,13116,4.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-05-13116-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13116:13117-Analysis-Locked,13117,106-Long Prompt Experiment-Generation-2,13125,106-Long Prompt Experiment-Generation-10,13116,3.000,0.000,3.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-05-13117-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13116:13118-Analysis-Locked,13118,106-Long Prompt Experiment-Generation-3,13117,106-Long Prompt Experiment-Generation-2,13116,3.000,3.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-05-13118-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13116:13119-Analysis-Locked,13119,106-Long Prompt Experiment-Generation-4,13118,106-Long Prompt Experiment-Generation-3,13116,0.000,3.000,3.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-05-13119-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13116:13120-Analysis-Locked,13120,106-Long Prompt Experiment-Generation-5,13119,106-Long Prompt Experiment-Generation-4,13116,3.000,0.000,3.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-05-13120-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13116:13121-Analysis-Locked,13121,106-Long Prompt Experiment-Generation-6,13120,106-Long Prompt Experiment-Generation-5,13116,4.000,3.000,1.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-05-13121-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13116:13123-Analysis-Locked,13123,106-Long Prompt Experiment-Generation-8,,,13116,0.000,,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-05-13123-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13116:13125-Analysis-Locked,13125,106-Long Prompt Experiment-Generation-10,13116,106-Long Prompt Experiment-Generation-1,13116,0.000,4.000,4.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-05-13125-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13136:13136-Analysis-Locked,13136,106-Long Prompt Experiment-Generation-1,,,13136,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-05-13136-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13136:13137-Analysis-Locked,13137,106-Long Prompt Experiment-Generation-2,13145,106-Long Prompt Experiment-Generation-10,13136,1.000,0.000,1.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-05-13137-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13136:13138-Analysis-Locked,13138,106-Long Prompt Experiment-Generation-3,13137,106-Long Prompt Experiment-Generation-2,13136,2.000,1.000,1.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-05-13138-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13136:13139-Analysis-Locked,13139,106-Long Prompt Experiment-Generation-4,13138,106-Long Prompt Experiment-Generation-3,13136,1.000,2.000,1.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-05-13139-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13136:13140-Analysis-Locked,13140,106-Long Prompt Experiment-Generation-5,13139,106-Long Prompt Experiment-Generation-4,13136,0.000,1.000,1.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-05-13140-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13136:13141-Analysis-Locked,13141,106-Long Prompt Experiment-Generation-6,13140,106-Long Prompt Experiment-Generation-5,13136,1.000,0.000,1.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-05-13141-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13136:13143-Analysis-Locked,13143,106-Long Prompt Experiment-Generation-8,,,13136,0.000,,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-05-13143-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13136:13145-Analysis-Locked,13145,106-Long Prompt Experiment-Generation-10,13136,106-Long Prompt Experiment-Generation-1,13136,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-05-13145-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
13156:13156-Analysis-Locked,13156,106-Long Prompt Experiment-Generation-1,,,13156,1.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-05-13156-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
